cliente;prodotto;anno_mese;grossvalue
C000675;M000137;202312;8995,64
C000081;M000021;202406;3197,05
C000765;M000431;202407;5502,65
C000256;M000195;202305;7813,68
C000875;M000304;202408;1390,44
C001609;M000222;202306;6377,27
C000357;M000335;202307;1532,63
C001884;M000332;202301;5177,37
C000401;M000121;202302;5094,6
C001889;M000232;202404;5285,16
C000133;M000402;202303;6410,91
C001247;M000158;202309;5202,64
C001488;M000365;202409;3958,22
C001469;M000395;202408;449,17
C001723;M000097;202403;5865,82
C000176;M000451;202308;6184,31
C000172;M000157;202405;3075,71
C000660;M000136;202304;7928,66
C000764;M000352;202409;9115,57
C000725;M000210;202308;1917,84
C000176;M000055;202301;1812,35
C000602;M000230;202302;8997,63
C001192;M000295;202303;1899,17
C001761;M000096;202407;8723,48
C001095;M000172;202310;7897,37
C000292;M000495;202402;2696,49
C000295;M000348;202412;8362,96
C000898;M000191;202409;4163,51
C001403;M000474;202409;8753,38
C001386;M000121;202404;5734,15
C001762;M000072;202401;8464,19
C001385;M000363;202302;398,82
C001580;M000144;202401;128,93
C000800;M000401;202305;7675,56
C000715;M000367;202312;6537,86
C001637;M000447;202306;6616,46
C001323;M000093;202407;2857,91
C000488;M000271;202312;8020,8
C001881;M000366;202309;6402,16
C000081;M000320;202401;5294,11
C001961;M000394;202301;6054,77
C000553;M000189;202402;1594,99
C000756;M000113;202406;8195,92
C000757;M000333;202411;3814,1
C000483;M000288;202305;5507,44
C000844;M000460;202410;8958,82
C001381;M000489;202408;1772,91
C000642;M000134;202301;3600,82
C001343;M000257;202406;724,14
C001536;M000303;202403;5871,03
C001530;M000162;202407;7506,28
C001503;M000199;202310;1995,88
C000273;M000398;202304;2288,59
C001615;M000329;202306;9289,03
C001107;M000381;202404;8536,05
C000038;M000203;202304;8646,96
C001404;M000165;202411;4677,16
C000354;M000097;202303;2964,13
C000634;M000080;202311;9525,41
C001654;M000121;202411;4742,85
C000412;M000100;202309;9392,46
C000877;M000387;202403;1049,82
C000088;M000149;202409;7049,72
C001401;M000024;202408;6266,35
C000984;M000005;202301;3439,07
C000998;M000150;202402;4797,41
C000963;M000287;202409;4230,22
C000307;M000279;202402;175,12
C000912;M000095;202307;1774,84
C000532;M000263;202401;8423,86
C001879;M000195;202304;3747,65
C000259;M000039;202302;2550,37
C000500;M000305;202404;3056,42
C000197;M000431;202302;2582,25
C001509;M000135;202408;592,08
C000630;M000263;202312;156,35
C001691;M000398;202301;1162,96
C001398;M000327;202407;6495,82
C001752;M000190;202301;4645,47
C001918;M000086;202407;5180,26
C001725;M000213;202308;942,1
C000767;M000457;202412;4318,03
C001401;M000038;202406;7883,94
C000822;M000179;202409;9940,48
C001214;M000293;202407;3588,12
C001002;M000194;202405;7451,26
C000126;M000292;202305;5409,27
C000516;M000112;202409;8112,67
C001166;M000274;202405;3128,85
C001228;M000339;202404;2235,73
C000258;M000092;202409;4122,5
C001844;M000500;202410;7298,6
C001502;M000493;202404;9247,08
C001122;M000104;202308;9040,76
C001024;M000073;202308;5348,34
C001232;M000396;202309;7422,59
C001255;M000472;202404;8409,29
C000378;M000287;202307;9545,49
C000864;M000420;202401;4570,83
C001670;M000378;202306;7586,87
C001874;M000465;202305;1336,32
C000698;M000017;202407;6635,72
C001273;M000365;202403;6489,93
C001801;M000270;202306;3213,97
C001647;M000497;202406;7189,28
C000795;M000222;202311;2632,49
C001093;M000138;202310;7485,53
C000340;M000021;202309;7683,22
C001884;M000308;202408;7815,96
C001867;M000350;202401;2236,11
C000312;M000464;202409;8439,98
C000571;M000336;202409;1970,03
C001887;M000438;202302;7398,64
C000452;M000083;202302;7930,87
C000040;M000106;202304;6451,25
C001440;M000146;202411;6210,0
C001442;M000469;202408;9650,05
C001215;M000125;202304;3945,73
C001339;M000149;202307;3253,26
C000759;M000474;202303;6962,79
C000618;M000175;202311;989,42
C000050;M000333;202405;2894,86
C000430;M000474;202305;917,16
C001526;M000078;202308;7623,71
C000890;M000079;202403;2894,54
C000656;M000373;202411;2088,15
C000968;M000467;202305;8089,61
C001320;M000433;202306;3144,8
C000606;M000026;202306;939,26
C000708;M000170;202310;186,43
C000671;M000144;202411;185,23
C000762;M000495;202408;1316,29
C001602;M000266;202311;8198,75
C000759;M000397;202309;6572,77
C000857;M000045;202307;901,73
C000807;M000496;202307;5407,62
C000903;M000114;202405;4970,94
C000345;M000140;202309;4927,44
C001843;M000018;202403;4310,54
C000166;M000499;202402;3833,94
C000477;M000187;202304;1173,01
C000615;M000342;202406;7437,55
C000465;M000232;202304;9887,44
C001221;M000171;202401;1212,57
C001874;M000145;202406;8129,48
C000463;M000469;202406;532,33
C001074;M000314;202408;9512,82
C000705;M000046;202301;5838,46
C001434;M000152;202407;5322,28
C001817;M000165;202304;8701,36
C001188;M000195;202304;3295,65
C000442;M000120;202406;7213,89
C001325;M000199;202412;3149,29
C000933;M000359;202405;2838,64
C000012;M000245;202410;6857,76
C001003;M000403;202310;6233,27
C000617;M000128;202309;7574,69
C000070;M000058;202406;5502,34
C001808;M000481;202311;4346,08
C001667;M000239;202409;4540,89
C000264;M000302;202304;1494,93
C000270;M000270;202302;7527,32
C000714;M000097;202311;3509,1
C001141;M000117;202408;4551,75
C001011;M000039;202303;3186,94
C000660;M000258;202302;1972,55
C001107;M000037;202408;4410,35
C000445;M000350;202411;9549,12
C001079;M000218;202306;2432,65
C001284;M000366;202404;9609,68
C001694;M000402;202303;2776,12
C000919;M000173;202308;8520,81
C001408;M000014;202403;4184,11
C000194;M000167;202404;2126,91
C000591;M000181;202401;9123,44
C000652;M000347;202307;6197,94
C000733;M000301;202305;4204,01
C001140;M000308;202410;8821,33
C001151;M000354;202412;1102,66
C000329;M000137;202306;9404,34
C000908;M000339;202407;6116,1
C001929;M000289;202401;899,48
C000194;M000162;202404;3757,24
C000721;M000230;202403;9967,28
C001495;M000298;202302;6215,16
C000951;M000306;202310;9680,92
C001914;M000150;202302;5976,8
C000176;M000116;202401;2986,78
C000884;M000156;202312;8334,98
C000239;M000445;202409;4522,33
C001911;M000499;202401;3883,81
C001712;M000147;202411;6926,81
C001982;M000160;202407;7890,09
C000304;M000080;202305;5984,61
C001570;M000100;202406;1505,22
C001622;M000122;202408;692,88
C001009;M000280;202304;2377,49
C001766;M000329;202303;1607,74
C000213;M000194;202305;9401,5
C000893;M000373;202410;5709,41
C001215;M000027;202303;3620,82
C001236;M000095;202406;8536,57
C001011;M000171;202310;7764,15
C001751;M000382;202310;3548,35
C001625;M000003;202408;2102,58
C000093;M000315;202408;2690,44
C001696;M000066;202401;8571,12
C000720;M000177;202308;2356,51
C000260;M000402;202406;8225,94
C000801;M000249;202310;6478,69
C000540;M000387;202409;1298,24
C000673;M000365;202304;4344,76
C001560;M000031;202403;9028,97
C001994;M000494;202307;4840,11
C001981;M000150;202402;1528,28
C000865;M000221;202404;5836,53
C001038;M000094;202303;7561,05
C001261;M000237;202301;7859,14
C000101;M000261;202401;6513,26
C000571;M000442;202309;3954,81
C001204;M000048;202408;9096,79
C001055;M000183;202308;789,7
C001612;M000142;202312;606,26
C000895;M000018;202309;3274,46
C001639;M000446;202306;8381,58
C001495;M000096;202411;3515,89
C001886;M000027;202406;8942,03
C001194;M000229;202408;7734,57
C001002;M000100;202304;8973,52
C001621;M000068;202412;7357,68
C001267;M000481;202310;6382,09
C000003;M000438;202306;9831,82
C000167;M000228;202310;7422,79
C000912;M000229;202312;1393,36
C000118;M000030;202411;749,6
C001526;M000152;202302;4164,99
C001083;M000310;202402;8671,25
C000128;M000120;202411;3731,83
C001854;M000086;202310;3917,3
C001488;M000033;202310;6453,86
C001954;M000043;202404;9637,64
C001041;M000228;202302;3493,8
C000951;M000160;202307;9611,25
C001518;M000099;202308;8515,46
C001319;M000131;202301;7161,48
C001394;M000235;202402;9306,47
C000734;M000164;202307;2689,23
C000752;M000009;202310;5843,52
C000094;M000342;202309;1060,76
C000099;M000297;202405;9070,79
C000069;M000165;202406;3302,78
C001370;M000496;202312;1925,71
C000861;M000430;202402;1321,46
C000907;M000223;202304;7522,88
C001004;M000359;202410;4626,88
C000570;M000154;202303;1450,87
C001624;M000274;202306;4740,48
C000720;M000360;202312;314,79
C000459;M000075;202407;2189,53
C000571;M000136;202307;8569,03
C001365;M000029;202402;6115,06
C000142;M000180;202404;8387,61
C000646;M000476;202310;4698,53
C001871;M000195;202409;9921,33
C001667;M000437;202406;6102,27
C001414;M000037;202301;5983,81
C000590;M000160;202301;7769,62
C000982;M000041;202410;1230,43
C000612;M000290;202304;656,93
C000088;M000080;202310;6678,06
C000538;M000207;202312;7239,73
C001754;M000270;202409;8074,98
C001125;M000228;202310;1070,24
C000883;M000027;202312;8432,1
C000265;M000249;202308;9109,72
C000328;M000484;202410;1705,01
C000441;M000327;202304;9271,72
C000138;M000389;202306;5979,77
C001858;M000230;202404;1289,28
C000999;M000310;202303;4773,63
C001317;M000412;202412;2725,64
C001825;M000096;202303;9277,34
C001116;M000129;202307;4928,58
C001128;M000038;202406;8760,56
C001085;M000476;202406;3687,68
C001414;M000005;202401;6201,26
C000431;M000079;202404;5921,93
C001853;M000148;202410;6650,65
C001794;M000121;202309;7999,07
C001512;M000271;202406;2102,85
C001448;M000165;202312;7926,46
C001035;M000136;202402;7082,31
C001060;M000144;202305;3986,55
C000960;M000312;202406;6999,52
C001552;M000465;202408;8964,75
C000160;M000185;202308;7332,43
C001303;M000191;202406;8096,71
C000398;M000468;202308;2959,97
C001582;M000016;202303;2588,05
C000066;M000281;202411;5054,29
C001352;M000101;202302;6761,03
C001822;M000320;202406;4667,79
C000240;M000449;202403;3768,36
C001887;M000091;202310;661,26
C001359;M000123;202312;8115,2
C001705;M000066;202311;1341,99
C000181;M000169;202307;2994,47
C000561;M000347;202303;7679,82
C000290;M000252;202409;6367,99
C000482;M000148;202401;6130,69
C000320;M000379;202311;7185,1
C000431;M000492;202404;5336,93
C000001;M000277;202410;4112,12
C000467;M000126;202408;470,59
C001449;M000024;202410;2555,64
C001619;M000446;202306;6977,57
C001495;M000097;202410;2570,33
C001003;M000483;202406;3970,18
C001119;M000199;202406;4276,55
C000277;M000420;202307;7970,16
C000200;M000392;202402;5305,67
C000005;M000192;202411;1442,48
C000988;M000433;202411;462,78
C000709;M000108;202403;3949,77
C001534;M000338;202402;4730,3
C000759;M000380;202308;5153,87
C000255;M000064;202306;1294,95
C001810;M000454;202309;6690,18
C001628;M000256;202307;6580,94
C001414;M000175;202412;7258,96
C000948;M000297;202406;8372,65
C001650;M000332;202403;579,93
C001700;M000210;202406;9345,59
C001271;M000319;202303;7808,84
C001595;M000383;202304;3128,88
C000396;M000105;202307;979,69
C000997;M000017;202305;3777,01
C000582;M000385;202409;6199,19
C001490;M000238;202403;8676,14
C000259;M000083;202405;8472,45
C001620;M000156;202302;5135,6
C000218;M000253;202403;5056,32
C001856;M000481;202408;8301,28
C001646;M000084;202311;5326,58
C000143;M000161;202308;9156,82
C001555;M000469;202310;5290,34
C001709;M000029;202309;9145,33
C001306;M000127;202306;2931,57
C000119;M000259;202403;3114,24
C000888;M000259;202302;272,56
C001397;M000010;202310;4407,82
C001603;M000488;202308;924,5
C001662;M000469;202409;5569,87
C000888;M000237;202401;846,5
C000475;M000296;202405;3065,48
C000106;M000058;202402;8237,57
C001428;M000170;202312;8803,15
C000405;M000314;202308;7841,97
C001505;M000441;202302;6631,31
C000994;M000090;202303;2581,24
C001057;M000419;202411;6878,26
C000191;M000145;202307;6994,35
C001454;M000249;202408;2240,21
C000146;M000320;202407;7979,34
C001390;M000180;202310;1245,82
C001070;M000482;202304;5496,33
C000882;M000046;202402;536,67
C000920;M000493;202406;2236,47
C001516;M000173;202412;8609,37
C001361;M000180;202403;3267,23
C001759;M000278;202404;8914,26
C001596;M000225;202306;3726,01
C001015;M000093;202311;2823,12
C000234;M000310;202411;4296,93
C000759;M000100;202408;884,47
C000865;M000001;202404;518,6
C000659;M000258;202409;1851,39
C001493;M000379;202310;4349,72
C001273;M000390;202401;4283,8
C001176;M000219;202307;9234,44
C000337;M000288;202412;6932,41
C001719;M000465;202304;8711,33
C001475;M000210;202303;2375,02
C000832;M000070;202401;9793,52
C000448;M000311;202310;3964,67
C000173;M000346;202403;285,82
C000920;M000143;202405;6628,83
C000696;M000334;202304;6920,07
C001227;M000067;202310;7302,41
C001637;M000415;202410;9399,3
C001119;M000141;202401;4374,93
C001177;M000008;202309;4329,94
C001291;M000268;202401;4496,54
C000930;M000364;202302;1427,08
C000201;M000056;202401;9277,13
C001616;M000331;202411;1521,1
C000674;M000367;202308;4836,8
C000664;M000032;202312;1567,29
C000700;M000179;202310;4512,58
C001043;M000325;202304;1792,53
C000460;M000380;202403;1032,5
C000791;M000172;202308;5806,67
C001110;M000422;202412;8607,32
C000167;M000045;202406;3689,96
C000475;M000196;202410;5149,9
C001276;M000429;202401;2729,63
C000625;M000405;202312;3749,32
C001442;M000130;202311;2223,66
C000313;M000201;202401;3742,5
C001029;M000208;202306;9638,72
C000300;M000093;202308;8479,51
C001009;M000381;202408;5958,93
C001299;M000330;202304;9761,55
C000149;M000456;202411;2704,56
C001699;M000053;202409;8328,33
C001966;M000278;202311;440,11
C001307;M000076;202312;8709,12
C000317;M000217;202302;2897,48
C001593;M000058;202306;5889,67
C000798;M000242;202303;5536,3
C000952;M000425;202412;9056,28
C001305;M000188;202305;4221,73
C001818;M000420;202410;3185,74
C001557;M000407;202310;7454,84
C000785;M000075;202402;7926,51
C001725;M000088;202412;2850,86
C001714;M000051;202411;6081,45
C000423;M000467;202407;736,3
C001499;M000327;202310;3499,71
C000808;M000256;202402;9435,17
C001511;M000108;202412;3647,74
C001246;M000400;202402;3624,73
C001444;M000144;202409;8704,07
C000831;M000187;202309;7718,01
C000983;M000066;202309;9425,75
C000882;M000001;202404;163,5
C001361;M000283;202309;2756,25
C001297;M000355;202308;6925,58
C001613;M000191;202401;1208,91
C000650;M000441;202406;3249,65
C001467;M000001;202307;659,48
C001441;M000117;202310;2213,84
C001363;M000126;202405;6566,95
C001988;M000397;202303;5619,83
C000357;M000231;202303;7334,25
C000497;M000080;202405;9557,75
C001461;M000107;202404;4437,38
C000231;M000017;202411;5347,33
C000425;M000173;202307;2538,88
C000036;M000441;202302;1955,68
C000307;M000323;202305;3230,08
C000548;M000024;202307;2447,16
C000929;M000434;202412;9811,03
C000811;M000288;202309;8142,43
C000759;M000493;202412;8732,08
C000895;M000305;202310;799,19
C000930;M000127;202401;4967,38
C000054;M000406;202302;1935,41
C001554;M000334;202403;3389,1
C000573;M000063;202402;6939,43
C001474;M000379;202409;8942,46
C001909;M000409;202410;3815,14
C000610;M000285;202301;2365,03
C000616;M000465;202309;6151,53
C000822;M000331;202312;9989,45
C001146;M000092;202408;8378,19
C000035;M000393;202406;6587,25
C000845;M000064;202401;9204,42
C000401;M000346;202305;4993,74
C000464;M000024;202303;5585,3
C000313;M000181;202405;9931,14
C001622;M000499;202302;8239,37
C001674;M000075;202307;1024,88
C000799;M000321;202408;4166,41
C000365;M000242;202402;6103,73
C000387;M000391;202411;5286,59
C000993;M000419;202411;7850,08
C001158;M000470;202303;9247,73
C000907;M000129;202412;1879,76
C001700;M000233;202408;8370,16
C000845;M000173;202408;9841,42
C001556;M000037;202404;3554,6
C000493;M000155;202308;1010,64
C001245;M000179;202308;6900,72
C000201;M000347;202404;4951,38
C000182;M000126;202408;9106,16
C001576;M000036;202303;5108,7
C000976;M000242;202408;2283,83
C001169;M000386;202312;6659,49
C000428;M000120;202305;2648,94
C001838;M000117;202301;4788,99
C001658;M000367;202303;8556,72
C000887;M000078;202410;2719,64
C000446;M000098;202411;6324,8
C000593;M000402;202403;316,56
C000796;M000260;202312;4941,86
C001859;M000313;202311;8339,04
C001190;M000390;202309;8385,4
C000574;M000276;202310;4301,0
C000090;M000052;202401;3245,15
C001570;M000235;202308;4703,89
C000947;M000361;202406;2086,57
C001812;M000494;202406;1789,54
C000424;M000044;202410;8178,83
C001038;M000375;202403;6262,11
C000942;M000349;202412;153,3
C000246;M000403;202309;9896,02
C000986;M000425;202406;411,06
C001905;M000035;202402;4409,44
C000238;M000243;202305;4990,3
C001302;M000047;202312;9864,51
C001536;M000380;202311;7149,53
C001638;M000298;202404;5005,1
C000485;M000252;202305;7951,73
C001039;M000298;202311;9416,47
C001309;M000448;202412;8587,8
C001521;M000424;202403;3565,57
C000835;M000153;202302;6806,1
C000585;M000082;202301;3867,0
C001543;M000151;202402;1113,02
C000270;M000133;202304;3089,89
C000245;M000460;202304;7200,46
C001880;M000159;202409;3582,82
C001524;M000322;202411;6214,16
C001440;M000092;202410;2046,67
C000253;M000491;202311;6403,94
C001018;M000089;202405;9375,7
C000510;M000402;202412;3882,98
C000440;M000111;202309;766,96
C001851;M000418;202406;8144,61
C001866;M000158;202303;3983,71
C001677;M000210;202308;6164,69
C000339;M000408;202311;6932,57
C001943;M000102;202407;3378,84
C001463;M000415;202411;135,19
C000319;M000496;202308;4909,05
C000554;M000244;202412;4118,74
C001663;M000191;202307;4328,85
C000799;M000398;202401;1918,59
C000707;M000115;202402;3827,3
C001132;M000401;202404;3585,76
C001473;M000016;202404;9378,36
C000849;M000270;202405;6388,05
C000758;M000014;202301;1505,79
C001117;M000046;202309;1477,3
C001975;M000129;202310;4636,49
C000872;M000122;202411;4803,02
C000047;M000294;202303;6098,77
C000019;M000033;202305;3294,21
C001106;M000059;202406;3398,53
C001376;M000362;202403;4795,11
C001529;M000095;202307;8192,91
C000102;M000140;202401;3440,18
C001281;M000466;202306;6019,28
C000733;M000339;202302;2328,67
C000230;M000068;202301;2687,06
C001479;M000239;202404;3515,71
C001645;M000139;202412;8377,94
C001911;M000019;202306;9172,15
C001522;M000227;202307;1835,66
C001223;M000401;202312;466,62
C000362;M000362;202312;5792,56
C000864;M000500;202408;921,35
C001948;M000450;202412;4176,77
C001223;M000393;202302;1527,86
C000215;M000477;202412;2635,31
C000102;M000345;202307;5558,62
C000371;M000032;202401;2944,6
C000192;M000242;202401;466,98
C000953;M000237;202401;1614,23
C001459;M000044;202402;5286,43
C001330;M000352;202412;1514,35
C001106;M000401;202305;478,56
C001201;M000004;202309;199,5
C001810;M000341;202409;4409,02
C001467;M000396;202401;7326,59
C000890;M000185;202307;5941,13
C000996;M000346;202302;9183,65
C000751;M000163;202304;2486,79
C000042;M000119;202404;3393,25
C001891;M000380;202405;2452,13
C000396;M000169;202308;1673,16
C001072;M000296;202406;724,74
