cliente;prodotto;giorno;quantity;amount
C000457;M000895;29/02/2024;30;6623.0
C000331;M000141;06/09/2023;35;869.07
C000596;M000664;29/02/2024;5;578.92
C000095;M000102;11/12/2023;59;11899.4
C000160;M000070;18/02/2023;32;8271.46
C000257;M000803;05/12/2024;8;2206.45
C000493;M000897;10/07/2023;67;17537.16
C000862;M000399;20/04/2024;72;15458.8
C000063;M000116;13/07/2023;72;14154.84
C000169;M000320;29/04/2024;56;18222.8
C000891;M000290;08/09/2024;78;7332.25
C000783;M000608;02/09/2024;55;10481.6
C000206;M000141;20/02/2024;34;9861.29
C000332;M000559;05/07/2023;5;863.12
C000722;M000940;01/11/2023;19;1376.95
C000475;M000929;15/03/2023;54;2021.59
C000370;M000520;14/10/2024;47;13733.77
C000734;M000943;11/04/2023;94;33980.57
C000548;M000752;28/05/2023;68;825.97
C000380;M000674;03/02/2023;76;22372.09
C000222;M000246;11/12/2023;22;5558.06
C000916;M000605;02/07/2023;55;4797.73
C000062;M000226;25/10/2024;8;673.9
C000208;M000139;18/06/2024;51;4930.11
C000950;M000112;28/12/2024;14;2806.95
C000742;M000595;15/12/2023;87;22225.81
C000669;M000332;03/01/2024;58;12860.22
C000462;M000178;13/09/2023;64;18538.4
C000043;M000677;19/02/2023;16;1263.0
C000464;M000788;10/02/2023;75;19911.68
C000608;M000949;11/07/2023;33;2584.97
C000476;M000255;02/02/2024;1;178.57
C000551;M000630;30/05/2024;97;40508.72
C000261;M000090;26/10/2023;50;17267.26
C000822;M000208;02/03/2023;8;2126.81
C000515;M000590;19/07/2023;18;3339.18
C000097;M000188;21/07/2024;21;1204.25
C000846;M000634;12/02/2024;29;12867.83
C000135;M000023;06/12/2024;52;23534.69
C000506;M000292;27/11/2023;41;361.92
C000568;M000862;28/11/2024;58;17289.04
C000708;M000345;24/09/2024;3;1000.03
C000041;M000534;09/06/2024;91;1283.34
C000926;M000383;04/03/2024;77;17505.79
C000670;M000480;05/10/2023;50;17857.48
C000065;M000102;05/04/2024;81;31408.43
C000084;M000008;08/06/2023;16;468.72
C000423;M000581;04/05/2023;45;15842.4
C000372;M000627;13/05/2023;70;22183.21
C000750;M000242;28/04/2023;95;20928.32
C000620;M000938;18/08/2024;43;18904.81
C000688;M000181;03/01/2024;77;18625.35
C000396;M000418;26/02/2024;2;945.09
C000928;M000429;30/11/2023;78;36016.31
C000729;M000020;22/06/2024;59;12107.79
C000078;M000087;23/04/2023;30;8175.27
C000216;M000626;14/08/2023;62;25841.45
C000288;M000929;31/05/2023;67;23121.0
C000529;M000921;04/11/2023;13;4075.25
C000026;M000282;13/02/2023;78;29514.14
C000103;M000125;27/11/2023;69;6152.03
C000463;M000849;23/06/2024;82;24918.5
C000708;M000233;02/01/2024;20;2415.79
C000871;M000548;24/01/2024;56;3013.63
C000986;M000587;28/07/2023;51;16841.38
C000411;M000913;26/06/2023;37;3067.77
C000839;M000215;25/08/2023;84;35209.95
C000850;M000258;01/11/2024;19;1304.16
C000829;M000973;05/11/2023;3;301.69
C000455;M000220;12/02/2023;56;20650.39
C000835;M000418;16/06/2023;28;4685.42
C000610;M000902;19/10/2023;65;6784.56
C000379;M000019;17/06/2023;30;6093.38
C000779;M000946;02/02/2023;80;39610.96
C000129;M000209;15/06/2023;43;7295.34
C000603;M000305;26/01/2023;22;4199.2
C000496;M000213;10/09/2024;25;5480.74
C000282;M000040;07/09/2023;75;35184.81
C000330;M000965;20/03/2024;7;1643.52
C000266;M000303;16/08/2023;87;25117.27
C000403;M000097;09/11/2024;82;25926.59
C000192;M000306;27/03/2023;79;28654.96
C000152;M000460;08/07/2023;44;16291.1
C000686;M000907;20/07/2024;21;4062.85
C000596;M000917;03/05/2024;90;20353.04
C000087;M000678;22/09/2023;10;3954.58
C000072;M000530;12/02/2024;34;12133.84
C000702;M000734;17/07/2023;39;7927.17
C000789;M000269;12/04/2024;64;14118.27
C000956;M000328;06/08/2024;17;1276.13
C000461;M000624;31/12/2024;81;26624.14
C000092;M000768;10/12/2023;50;13293.61
C000462;M000618;06/01/2024;97;36738.98
C000793;M000032;06/12/2023;24;5711.74
C000828;M000849;04/08/2023;90;33924.0
C000325;M000283;03/04/2023;73;16621.82
C000078;M000851;29/06/2023;33;3270.93
C000153;M000056;19/01/2023;58;18683.23
C000019;M000133;24/11/2023;57;4397.93
C000224;M000285;19/01/2023;83;10709.75
C000964;M000849;21/03/2023;30;6443.96
C000784;M000085;23/10/2024;94;44644.89
C000324;M000975;17/06/2023;65;32180.12
C000391;M000909;31/07/2024;56;14416.21
C000395;M000648;11/08/2024;55;15987.74
C000905;M000204;17/04/2023;73;28702.51
C000458;M000542;31/01/2024;14;5708.58
C000595;M000925;15/04/2023;69;7279.96
C000496;M000764;23/01/2024;54;26156.04
C000909;M000037;25/09/2023;1;150.41
C000161;M000620;26/05/2024;24;1711.82
C000397;M000947;18/06/2024;20;5202.86
C000858;M000334;25/08/2024;83;35699.52
C000457;M000787;14/03/2023;14;1122.94
C000321;M000922;29/12/2023;75;28512.78
C000337;M000259;01/06/2023;64;3311.54
C000040;M000736;24/10/2023;65;31352.69
C000496;M000860;26/01/2023;28;2131.71
C000397;M000968;05/07/2023;14;3230.11
C000828;M000695;30/05/2023;17;7907.4
C000531;M000847;15/11/2023;61;14844.06
C000327;M000625;12/05/2023;23;3471.39
C000968;M000719;23/12/2024;37;16585.08
C000120;M000332;31/07/2023;89;1580.29
C000533;M000818;08/02/2023;73;2054.57
C000407;M000489;19/10/2023;50;13366.52
C000639;M000684;23/07/2023;48;12472.23
C000363;M000750;10/03/2024;56;2026.75
C000663;M000934;17/11/2023;72;9166.72
C000794;M000835;29/06/2023;95;37525.29
C000757;M000453;29/12/2024;36;17323.32
C000392;M000716;30/10/2023;83;24895.71
C000124;M000691;04/04/2024;1;236.56
C000255;M000902;13/03/2023;83;3182.39
C000005;M000490;30/12/2023;98;20299.7
C000083;M000162;12/03/2023;78;14614.25
C000201;M000188;28/12/2023;99;39821.7
C000601;M000943;08/12/2023;13;4588.14
C000017;M000213;17/04/2023;56;4192.31
C000865;M000649;07/08/2024;36;17872.02
C000312;M000338;09/06/2024;53;15431.78
C000102;M000722;14/04/2023;63;23164.12
C000565;M000345;18/11/2024;38;9758.84
C000988;M000678;27/08/2023;97;20424.21
C000853;M000752;12/07/2024;34;6087.51
C000395;M000226;20/02/2024;24;3724.28
C000981;M000660;20/11/2023;21;6975.95
C000040;M000988;11/06/2023;91;38620.03
C000303;M000302;27/05/2024;35;16704.43
C000075;M000040;07/04/2024;36;1563.5
C000387;M000107;31/08/2024;67;25824.48
C000678;M000999;08/10/2023;84;33129.35
C000965;M000531;29/02/2024;90;23227.76
C000283;M000208;20/10/2023;72;30527.13
C000428;M000811;06/01/2024;53;6146.03
C000300;M000978;08/12/2023;59;28226.5
C000186;M000278;05/06/2023;94;32144.17
C000497;M000572;16/03/2024;11;261.58
C000318;M000693;14/01/2023;82;4970.81
C000531;M000355;19/08/2023;69;26408.44
C000192;M000912;11/12/2024;73;21039.08
C000136;M000524;28/04/2024;19;5272.54
C000794;M000132;12/11/2023;98;8236.56
C000488;M000146;11/06/2024;78;15110.76
C000139;M000664;15/08/2023;35;277.74
C000684;M000799;12/03/2024;71;31812.85
C000724;M000811;22/03/2023;44;21583.88
C000725;M000298;16/12/2024;90;5919.0
C000406;M000587;26/03/2024;10;3217.25
C000407;M000861;21/07/2023;95;37913.68
C000940;M000643;15/10/2023;72;28322.01
C000255;M000024;16/09/2023;71;20991.64
C000969;M000584;30/04/2023;86;38567.92
C000205;M000607;18/10/2023;98;20993.32
C000129;M000470;28/12/2024;7;1197.96
C000449;M000680;11/01/2024;32;7009.89
C000017;M000906;02/06/2024;94;45943.88
C000209;M000146;19/02/2023;82;37260.93
C000849;M000602;21/06/2024;9;3687.98
C000934;M000366;25/12/2024;67;29929.03
C000776;M000458;20/07/2024;59;15047.27
C000101;M000836;07/07/2023;24;1121.81
C000892;M000106;16/01/2024;17;4553.76
C000029;M000622;28/08/2023;74;28694.98
C000187;M000887;20/03/2023;46;19918.77
C000232;M000896;18/01/2023;39;17190.33
C000989;M000033;26/02/2023;37;18444.22
C000010;M000399;20/04/2023;52;23035.5
C000698;M000376;14/04/2023;25;8367.77
C000126;M000137;27/07/2023;91;5756.06
C000946;M000708;18/11/2024;6;1633.09
C000331;M000146;19/04/2024;29;641.5
C000631;M000749;25/06/2024;71;18269.65
C000994;M000685;02/04/2023;54;12591.75
C000707;M001000;13/01/2024;67;2941.3
C000099;M000859;14/06/2023;81;6248.01
C000681;M000506;06/09/2024;83;38865.98
C000520;M000681;07/03/2023;55;5744.41
C000802;M000973;12/10/2024;98;28120.32
C000144;M000910;28/02/2024;76;3593.75
C000802;M000027;17/08/2023;22;5476.71
C000933;M000583;14/08/2023;78;11873.39
C000936;M000172;30/07/2024;49;5325.98
C000982;M000079;22/07/2023;27;11560.12
C000694;M000295;14/11/2024;99;8315.74
C000969;M000097;17/01/2023;13;5225.42
C000790;M000897;10/04/2024;47;3767.97
C000320;M000662;24/09/2024;73;5647.88
C000476;M000502;02/01/2023;34;368.18
C000523;M000142;15/05/2024;3;1420.17
C000477;M000145;05/05/2024;78;17736.44
C000124;M000540;13/01/2023;33;12729.26
C000832;M000982;14/09/2023;66;17227.71
C000523;M000668;01/03/2024;29;11971.99
C000920;M000876;15/01/2024;72;10040.19
C000798;M000487;30/07/2023;50;19875.91
C000318;M000701;13/05/2023;32;5079.42
C000774;M000631;26/11/2024;79;22319.86
C000950;M000670;05/07/2023;6;2997.07
C000016;M000250;03/10/2023;74;36137.99
C000533;M000681;30/05/2024;96;37825.04
C000233;M000328;01/09/2024;12;584.54
C000761;M000011;15/09/2024;98;38386.77
C000273;M000789;19/06/2024;18;5091.43
C000061;M000387;21/10/2024;40;1332.51
C000637;M000080;14/11/2024;5;2056.84
C000228;M000346;06/01/2023;8;201.3
C000031;M000015;14/07/2024;60;21772.31
C000062;M000874;12/07/2024;10;4154.99
C000509;M000410;16/04/2024;73;5576.29
C000553;M000091;01/07/2023;14;81.32
C000580;M000893;30/11/2023;52;23363.55
C000677;M000951;29/09/2023;93;4703.28
C000134;M000575;03/01/2024;39;5395.64
C000937;M000685;24/12/2024;93;38839.96
C000646;M000489;14/01/2024;63;30911.37
C000682;M000216;14/05/2023;18;3669.27
C000687;M000800;05/09/2024;80;21401.57
C000044;M000394;26/12/2023;17;5197.19
C000549;M000336;27/01/2023;78;25070.75
C000285;M000408;17/05/2023;95;37092.33
C000648;M000709;22/03/2023;56;14889.28
C000470;M000451;20/06/2024;17;5206.45
C000872;M000844;08/08/2024;56;10341.52
C000688;M000288;14/06/2024;86;3266.82
C000320;M000979;06/09/2024;30;6536.07
C000247;M000380;30/09/2023;5;1099.04
C000255;M000522;19/09/2024;93;42925.56
C000512;M000808;20/02/2023;35;2175.83
C000739;M000305;05/02/2023;17;7229.75
C000928;M000899;23/03/2024;9;1465.25
C000301;M000745;20/04/2023;33;14002.8
C000005;M000274;04/12/2023;58;24059.43
C000570;M000746;11/11/2023;36;4146.72
C000897;M000546;17/03/2024;22;2200.16
C000189;M000253;02/07/2024;41;15330.69
C000454;M000021;25/10/2023;70;31190.13
C000229;M000853;18/08/2023;49;17569.94
C000224;M000754;26/07/2024;25;1394.29
C000076;M000629;28/08/2023;87;10780.06
C000766;M000062;12/01/2024;39;13401.49
C000892;M000693;08/04/2024;24;9504.16
C000713;M000573;03/10/2023;91;28245.15
C000131;M000952;17/02/2024;83;19072.53
C000331;M000183;02/10/2024;30;14013.87
C000328;M000567;14/07/2024;58;3341.9
C000852;M000942;23/04/2024;92;36589.63
C000939;M000039;17/01/2024;16;4622.69
C000794;M000817;22/09/2023;45;12597.12
C000589;M000617;12/01/2024;82;17278.65
C000992;M000859;21/08/2023;22;818.93
C000266;M000522;30/04/2023;2;669.23
C000487;M000660;03/06/2024;20;8146.32
C000432;M000661;10/08/2023;38;1813.02
C000498;M000314;22/04/2024;43;339.29
C000045;M000845;23/08/2023;48;9875.74
C000454;M000354;10/06/2023;54;3311.96
C000285;M000633;29/09/2024;45;20475.84
C000031;M000383;19/12/2024;33;14682.37
C000590;M000653;29/05/2024;18;2016.03
C000048;M000548;01/02/2023;47;21965.3
C000226;M000903;09/02/2024;33;12424.57
C000284;M000699;17/05/2023;28;7603.25
C000859;M000484;02/08/2023;100;30154.99
C000826;M000954;06/01/2024;61;10600.63
C000781;M000894;22/02/2023;22;10895.49
C000852;M000670;05/03/2024;36;6849.75
C000316;M000090;18/09/2023;40;13460.73
C000977;M000927;21/05/2023;6;461.86
C000439;M000453;19/03/2024;70;16553.01
C000332;M000771;15/03/2024;86;30167.78
C000960;M000664;18/09/2023;1;287.06
C000353;M000426;14/04/2024;45;11487.78
C000473;M000848;11/08/2023;68;9499.27
C000315;M000684;04/01/2023;93;41920.56
C000404;M000988;18/10/2023;16;7916.61
C000482;M000756;22/02/2024;90;8489.62
C000460;M000324;26/07/2024;19;2434.77
C000135;M000719;28/07/2023;77;18564.77
C000400;M000527;10/06/2024;77;8185.25
C000170;M000545;27/10/2024;93;25902.77
C000189;M000778;23/02/2024;62;8423.31
C000391;M000524;01/01/2023;51;5513.89
C000912;M000021;24/06/2024;82;3412.03
C000812;M000132;15/02/2024;51;13088.43
C000780;M000245;10/04/2023;44;9428.26
C000709;M000183;22/02/2024;60;6464.99
C000346;M000878;05/10/2023;96;34556.48
C000465;M000218;15/08/2023;61;7990.89
C000173;M000941;25/04/2023;84;24917.67
C000178;M000500;23/09/2023;45;8161.08
C000483;M000816;09/04/2024;98;13416.67
C000148;M000373;15/02/2023;85;28828.14
C000477;M000096;10/06/2024;18;8051.3
C000671;M000665;01/03/2023;5;1884.29
C000408;M000230;21/12/2024;12;2557.89
C000058;M000254;30/03/2023;61;19005.71
C000210;M000484;13/11/2023;70;5285.28
C000733;M000772;13/01/2023;22;4837.58
C000109;M000756;21/04/2024;33;16261.77
C000351;M000714;09/03/2023;51;24083.57
C000567;M000916;28/01/2024;40;4505.94
C000053;M000911;09/01/2023;42;16047.06
C000142;M000652;16/08/2023;38;1639.92
C000555;M000933;20/03/2024;79;6382.56
C000896;M000237;07/01/2023;24;4950.38
C000252;M000927;03/03/2023;37;10777.16
C000298;M000911;21/07/2023;9;373.69
C000617;M000825;09/12/2024;3;301.88
C000632;M000046;01/11/2023;64;28476.74
C000138;M000905;29/06/2024;46;18852.33
C000266;M000611;14/05/2024;87;20187.14
C000867;M000568;18/09/2023;96;12737.29
C000679;M000031;29/04/2024;16;3547.9
C000876;M000162;29/04/2023;32;10264.07
C000065;M000495;27/04/2023;87;13875.39
C000954;M000152;30/12/2023;26;11194.76
C000966;M000734;16/02/2023;76;24253.21
C000710;M000723;18/04/2024;41;3822.37
C000207;M000498;04/11/2023;75;26328.71
C000144;M000956;27/07/2023;16;1403.75
C000350;M000452;24/07/2024;10;3964.84
C000591;M000874;05/06/2023;57;20032.83
C000365;M000755;04/06/2023;73;15407.23
C000631;M000188;08/07/2024;22;1516.98
C000474;M000037;03/01/2023;85;29571.47
C000084;M000160;03/12/2024;30;1985.67
C000822;M000535;26/12/2023;37;812.33
C000685;M000240;23/04/2024;9;203.32
C000522;M000009;15/09/2024;54;24013.7
C000631;M000713;24/01/2024;99;12551.5
C000044;M000894;12/04/2023;93;5173.47
C000480;M000646;01/08/2024;75;13152.19
C000264;M000726;29/04/2024;9;600.4
C000893;M000056;21/05/2024;48;19720.21
C000295;M000215;02/06/2023;29;13193.39
C000819;M000427;04/03/2023;45;18368.36
C000268;M000214;06/09/2023;27;9883.1
C000296;M000672;01/09/2023;58;25656.27
C000224;M000548;26/09/2024;37;1654.7
C000502;M000386;07/10/2023;23;1107.95
C000522;M000162;15/09/2024;25;1859.22
C000168;M000991;01/04/2023;23;2244.06
C000919;M000423;17/04/2024;68;8904.35
C000449;M000221;12/10/2024;60;19955.92
C000085;M000399;04/07/2024;71;6538.93
C000294;M000075;31/07/2023;85;16376.88
C000430;M000211;29/08/2024;2;137.48
C000557;M000779;11/08/2023;49;5541.26
C000576;M000813;29/03/2023;93;46295.03
C000115;M000441;13/09/2023;38;5372.78
C000697;M000511;19/11/2024;91;35493.04
C000384;M000726;06/08/2024;28;6224.24
C000145;M000585;13/10/2024;89;10892.1
C000950;M000900;20/04/2024;41;15922.5
C000162;M000709;12/12/2024;11;2938.33
C000235;M000871;08/03/2024;7;3235.0
C000570;M000665;05/03/2024;21;5414.21
C000871;M000535;14/08/2023;68;30934.67
C000778;M000326;08/04/2024;12;784.32
C000035;M000282;24/02/2024;65;1527.76
C000442;M000667;22/09/2023;80;7829.78
C000120;M000592;26/11/2023;47;2164.16
C000488;M000075;10/08/2024;3;537.73
C000014;M000358;10/06/2024;48;10598.78
C000489;M000530;24/08/2023;78;4655.77
C000797;M000884;18/04/2023;49;421.05
C000371;M000696;27/08/2023;78;16421.22
C000375;M000388;01/11/2024;96;24499.36
C000301;M000068;16/03/2024;66;29776.16
C000036;M000259;19/05/2023;47;8500.68
C000496;M000006;18/07/2024;31;11795.18
C000247;M000089;05/12/2024;92;4851.3
C000222;M000668;23/06/2023;60;23938.96
C000631;M000057;09/08/2023;66;5272.43
C000467;M000351;17/10/2023;56;18128.31
C000298;M000845;01/02/2024;31;7904.55
C000027;M000954;13/12/2024;33;3788.66
C000335;M000054;15/06/2023;76;5807.6
C000879;M000277;25/03/2024;3;896.69
C000890;M000420;14/06/2023;12;4565.42
C000052;M000911;01/07/2023;61;11961.98
C000448;M000251;24/04/2023;44;8555.62
C000446;M000266;09/10/2023;57;5047.48
C000636;M000975;10/02/2023;31;6743.82
C000909;M000620;07/10/2024;7;2163.95
C000412;M000275;28/09/2023;50;20909.93
C000826;M000548;10/11/2023;84;12388.15
C000957;M000392;22/12/2023;24;10503.1
C000602;M000649;22/11/2024;61;29400.25
C000159;M000850;13/07/2024;31;7257.68
C000204;M000126;26/08/2023;23;7931.89
C000600;M000591;14/12/2024;30;7465.99
C000237;M000261;13/07/2023;54;17956.16
C000911;M000995;14/12/2023;76;18708.55
C000018;M000605;04/03/2024;72;9731.39
C000615;M000182;18/07/2023;69;21801.31
C000152;M000895;14/12/2023;60;19472.08
C000288;M000942;01/12/2024;30;11610.32
C000435;M000801;09/12/2024;94;35736.76
C000718;M000847;01/01/2024;70;21919.7
C000601;M000682;22/06/2023;11;3657.29
C000631;M000229;01/03/2024;87;1386.44
C000680;M000322;26/12/2023;95;46584.12
C000606;M000293;10/02/2023;42;16529.74
C000327;M000800;22/08/2024;100;2611.2
C000873;M000387;28/11/2024;49;18328.41
C000453;M000500;30/12/2024;12;4600.18
C000769;M000732;14/12/2024;2;522.05
C000700;M000106;17/10/2023;55;13953.24
C000792;M000891;28/07/2023;41;5995.49
C000662;M000523;13/01/2024;50;19543.89
C000864;M000270;25/08/2023;85;6734.99
C000062;M000941;27/01/2023;57;20154.02
C000645;M000276;26/10/2024;82;8348.7
C000792;M000762;07/10/2023;99;11193.37
C000378;M000321;26/09/2024;11;93.71
C000462;M000915;29/12/2023;73;17545.72
C000242;M000050;23/03/2024;98;34564.45
C000604;M000308;17/12/2023;16;3553.83
C000476;M000935;06/02/2023;18;7980.28
C000127;M000246;20/09/2024;9;501.48
C000172;M000847;14/02/2024;2;319.4
C000952;M000232;15/06/2023;15;5976.1
C000946;M000068;02/09/2023;68;27239.67
C000101;M000184;28/05/2024;37;15727.7
C000549;M000681;12/07/2024;29;1083.96
C000550;M000368;27/04/2023;44;11633.29
C000453;M000485;25/01/2024;15;3740.94
C000718;M000948;16/10/2024;75;5539.02
C000781;M000747;24/10/2024;97;8251.17
C000834;M000596;13/06/2024;91;22579.84
C000301;M000045;25/11/2024;59;24831.61
C000055;M000240;27/07/2023;57;25083.1
C000921;M000336;16/04/2024;66;26628.83
C000411;M000059;27/07/2024;26;5026.81
C000450;M000665;20/11/2023;76;11424.83
C000463;M000320;08/06/2024;14;1466.9
C000612;M000546;15/07/2023;61;23014.49
C000631;M000846;05/09/2024;94;5618.1
C000864;M000305;08/09/2023;80;36655.53
C000180;M000567;01/08/2023;28;6650.07
C000833;M000042;09/07/2023;67;19047.62
C000301;M000815;27/11/2023;29;8372.59
C000037;M000398;10/01/2024;95;11767.93
C000434;M000258;26/03/2024;89;1783.47
C000228;M000276;15/11/2023;45;9562.31
C000545;M000445;15/01/2024;30;8209.01
C000316;M000604;25/04/2023;89;17134.95
C000550;M000442;29/01/2024;94;29685.74
C000387;M000649;17/11/2023;59;2117.19
C000309;M000599;15/02/2024;19;4278.94
C000588;M000445;20/12/2023;22;10435.58
C000606;M000972;01/10/2024;30;2753.13
C000450;M000940;04/05/2023;81;19452.61
C000504;M000914;09/04/2024;31;9809.09
C000641;M000655;27/07/2023;72;8842.09
C000889;M000002;27/01/2024;50;5674.3
C000502;M000137;30/12/2024;8;3999.66
C000353;M000200;20/12/2024;5;1002.75
C000653;M000767;23/02/2024;76;26805.52
C000549;M000996;15/05/2024;95;33031.39
C000341;M000131;10/10/2023;8;986.56
C000826;M000461;23/11/2023;70;740.83
C000261;M000024;08/07/2024;26;3889.21
C000458;M000935;16/09/2024;82;39923.4
C000209;M000526;01/03/2024;64;20841.4
C000532;M000480;20/10/2024;51;8733.95
C000301;M000085;22/05/2024;98;26288.19
C000853;M000751;16/09/2024;93;17251.98
C000457;M000825;03/03/2024;50;5170.48
C000294;M000171;18/06/2024;51;22468.38
C000027;M000049;20/05/2024;73;9523.44
C000894;M000093;12/03/2024;59;2732.2
C000256;M000229;25/07/2023;66;957.28
C000667;M000970;17/03/2024;17;1915.49
C000134;M000631;20/02/2024;58;16188.52
C000118;M000111;19/05/2024;63;18892.45
C000836;M000408;05/02/2023;38;7907.65
C000788;M000904;23/08/2024;72;17366.38
C000679;M000628;18/06/2023;32;1433.6
C000407;M000055;23/11/2024;52;7988.25
C000880;M000500;22/10/2024;91;20963.81
C000066;M000764;27/09/2024;82;7200.72
C000976;M000727;10/11/2024;39;13100.09
C000825;M000497;16/01/2024;29;1294.08
C000012;M000908;10/02/2023;15;6607.52
C000205;M000880;26/11/2023;25;2658.38
C000209;M000734;09/11/2024;33;8695.77
C000700;M000455;17/10/2023;34;4828.17
C000336;M000009;08/10/2024;64;21356.67
C000481;M000065;11/08/2024;18;8040.91
C000307;M000924;10/11/2024;78;6537.05
C000756;M000227;12/11/2024;56;18355.34
C000952;M000609;20/11/2024;86;33707.55
C000643;M000721;08/04/2023;94;39605.16
C000236;M000157;16/08/2023;23;10491.13
C000794;M000364;27/03/2024;45;17106.32
C000169;M000520;28/06/2023;25;4017.1
C000999;M000712;21/07/2023;61;12007.0
C000984;M000299;13/10/2023;70;29451.71
C000908;M000012;01/08/2023;48;7784.9
C000991;M000455;24/05/2023;16;5964.96
C000328;M000424;08/06/2023;19;3860.14
C000387;M000915;27/03/2023;53;14918.29
C000274;M000038;14/01/2024;44;6033.57
C000303;M000018;23/02/2024;39;6042.43
C000264;M000201;03/05/2024;33;7899.95
C000238;M000896;11/01/2023;64;15910.82
C000297;M000697;06/05/2023;10;4340.05
C000488;M000889;28/10/2024;13;3684.14
C000755;M000148;23/05/2024;9;1827.01
C000958;M000022;30/05/2024;49;20133.64
C000495;M000724;01/02/2023;38;16261.8
C000399;M000598;10/09/2023;95;8271.24
C000161;M000825;31/03/2024;87;4077.46
C000621;M000282;03/09/2023;32;10789.64
C000852;M000880;22/05/2023;66;27964.57
C000727;M000425;25/08/2024;52;2699.17
C000992;M000829;07/07/2023;59;6757.2
