cliente;anno_mese;percentuale
C000854;202401;0,06
C001538;202403;0,08
C001953;202301;0,13
C000091;202401;0,1
C001120;202306;0,07
C000669;202308;0,14
C001169;202407;0,03
C000659;202406;0,06
C000398;202310;0,18
C001642;202410;0,07
C001625;202406;0,07
C001366;202404;0,12
C001204;202307;0,03
C001865;202308;0,19
C000345;202407;0,1
C000818;202311;0,09
C000063;202309;0,1
C001998;202306;0,19
C001497;202403;0,16
C000973;202401;0,07
C000021;202312;0,17
C001842;202401;0,12
C000543;202411;0,1
C000983;202410;0,11
C001207;202408;0,19
C000827;202405;0,16
C001480;202411;0,14
C001680;202408;0,08
C000795;202306;0,13
C000148;202309;0,03
C000530;202412;0,2
C000509;202306;0,06
C001691;202305;0,14
C000150;202401;0,07
C000823;202409;0,04
C000711;202303;0,06
C001729;202303;0,2
C001405;202310;0,12
C001584;202401;0,08
C000560;202307;0,12
C001175;202303;0,06
C001783;202410;0,14
C001359;202302;0,03
C001692;202401;0,14
C000115;202405;0,19
C001413;202309;0,02
C000552;202410;0,04
C000073;202410;0,15
C001706;202408;0,07
C000087;202311;0,14
C001052;202311;0,14
C000645;202411;0,09
C000805;202301;0,18
C001602;202410;0,06
C000559;202301;0,05
C001071;202308;0,04
C000137;202311;0,19
C001403;202412;0,08
C000429;202306;0,12
C000697;202304;0,12
C000214;202406;0,03
C001024;202411;0,2
C000906;202411;0,18
C000654;202311;0,17
C000585;202305;0,02
C001179;202310;0,06
C001669;202405;0,16
C000066;202306;0,16
C000656;202411;0,19
C001402;202304;0,19
C000592;202303;0,04
C001068;202403;0,1
C001087;202308;0,04
C001567;202412;0,16
C000052;202303;0,16
C000239;202410;0,1
C001175;202311;0,04
C000097;202410;0,14
C001119;202409;0,07
C001978;202307;0,03
C001835;202407;0,16
C001651;202302;0,08
C001243;202309;0,09
C000283;202410;0,05
C000339;202304;0,19
C001861;202309;0,15
C000605;202408;0,18
C000387;202411;0,13
C001866;202301;0,19
C001698;202410;0,16
C000152;202412;0,2
C000536;202309;0,05
C001074;202412;0,08
C001047;202408;0,11
C000959;202404;0,14
C001232;202404;0,05
C001064;202409;0,2
C000570;202303;0,16
C000813;202309;0,08
C001298;202406;0,08
C001626;202411;0,09
C001515;202304;0,16
C001740;202406;0,04
C000262;202311;0,11
C001375;202308;0,17
C000673;202411;0,06
C001808;202408;0,05
C000006;202311;0,13
C000476;202305;0,16
C001699;202402;0,15
C000528;202309;0,03
C000459;202407;0,2
C001941;202310;0,06
C001650;202306;0,14
C000801;202403;0,18
C000372;202402;0,11
C001259;202410;0,16
C001082;202412;0,09
C000052;202311;0,14
C001889;202406;0,06
C000410;202406;0,03
C001348;202410;0,1
C001718;202302;0,02
C001011;202406;0,08
C000881;202311;0,2
C001752;202310;0,19
C000749;202406;0,14
C000152;202312;0,09
C001569;202412;0,17
C000897;202302;0,19
C001464;202310;0,18
C000566;202403;0,04
C000198;202407;0,17
C001410;202401;0,13
C000927;202312;0,12
C000307;202404;0,04
C001264;202411;0,04
C001124;202302;0,11
C000905;202301;0,2
C001046;202304;0,15
C001149;202405;0,08
C000614;202407;0,13
C000645;202404;0,03
C000401;202412;0,17
C001663;202305;0,08
C000655;202407;0,08
C001023;202302;0,17
C001069;202411;0,07
C001135;202412;0,17
C001829;202401;0,03
C000496;202408;0,07
C000981;202310;0,19
C001063;202412;0,04
C000638;202412;0,07
C001481;202302;0,09
C000519;202308;0,05
C001248;202301;0,08
C000346;202412;0,09
C000418;202310;0,03
C001457;202403;0,12
C000181;202411;0,03
C000323;202306;0,08
C000160;202408;0,07
C001952;202411;0,02
C000341;202307;0,2
C001242;202305;0,08
C000195;202401;0,15
C000274;202402;0,18
C000257;202310;0,19
C001569;202312;0,13
C001378;202304;0,17
C001217;202306;0,09
C001185;202411;0,04
C001549;202409;0,07
C001443;202405;0,08
C000656;202404;0,18
C001905;202311;0,05
C001929;202407;0,06
C000957;202308;0,16
C000939;202308;0,06
C001471;202307;0,07
C001642;202307;0,17
C000623;202310;0,12
C001966;202402;0,12
C001356;202405;0,17
C001135;202312;0,17
C001331;202309;0,12
C000221;202410;0,12
C000324;202302;0,14
C000983;202307;0,07
C000202;202410;0,12
C000276;202303;0,07
C000051;202303;0,18
C001994;202309;0,16
C000090;202302;0,03
C000959;202402;0,19
C001938;202407;0,1
C001408;202409;0,14
C001927;202312;0,07
C001204;202405;0,03
C000207;202412;0,03
C001687;202401;0,19
C001906;202308;0,13
C001874;202308;0,04
C000287;202405;0,11
C001638;202312;0,1
C001396;202311;0,09
C000516;202302;0,12
C001568;202403;0,07
C000673;202404;0,13
C000322;202301;0,12
C000543;202402;0,16
C001215;202306;0,03
C001500;202401;0,05
C000685;202301;0,14
C000159;202312;0,12
C001572;202405;0,18
C001910;202401;0,13
C001975;202309;0,02
C000334;202305;0,06
C001934;202309;0,15
C000972;202410;0,05
C001831;202311;0,19
C001342;202405;0,18
C000134;202411;0,11
C000999;202308;0,2
C000490;202409;0,02
C001636;202307;0,11
C001038;202307;0,07
C000703;202404;0,16
C000783;202307;0,16
C000321;202304;0,05
C000880;202406;0,12
C000442;202405;0,03
C000561;202310;0,06
C001948;202411;0,14
C001825;202405;0,05
C001656;202306;0,12
C001691;202406;0,08
C000307;202402;0,09
C001509;202304;0,13
C000636;202410;0,18
C000207;202312;0,07
C001264;202404;0,06
C000684;202410;0,17
C001247;202306;0,04
C001793;202402;0,1
C000739;202401;0,14
C001634;202304;0,11
C001477;202301;0,2
C001402;202303;0,09
C001069;202404;0,05
C001018;202302;0,07
C001539;202308;0,04
C000764;202304;0,05
C000208;202408;0,14
C001903;202309;0,04
C000827;202306;0,14
C000181;202404;0,04
C001442;202304;0,03
C000770;202404;0,2
C001911;202409;0,15
C000414;202301;0,15
C000278;202403;0,14
C000157;202308;0,04
C001893;202407;0,06
C000842;202407;0,19
C000964;202310;0,12
C000310;202410;0,14
C000546;202310;0,15
C001698;202307;0,17
C000494;202411;0,02
C000926;202410;0,04
C001345;202412;0,06
C000903;202303;0,05
C001118;202410;0,15
C000656;202402;0,16
C001233;202301;0,18
C001446;202405;0,08
C000667;202309;0,09
C000548;202308;0,14
C000697;202311;0,14
C001933;202307;0,1
C001548;202305;0,06
C000189;202311;0,13
C000395;202302;0,06
C000135;202305;0,08
C000585;202406;0,18
C000056;202409;0,17
C000115;202306;0,14
C000132;202401;0,11
C001515;202303;0,19
C001540;202401;0,1
C000503;202401;0,07
C000531;202412;0,1
C001700;202306;0,05
C001111;202403;0,16
C001254;202411;0,17
C001335;202304;0,15
C001259;202307;0,11
C000537;202312;0,06
C001486;202309;0,04
C000165;202408;0,07
C000878;202309;0,07
C000229;202305;0,05
C000825;202407;0,16
C001611;202301;0,11
C000683;202310;0,16
C001589;202406;0,03
C001800;202308;0,1
C000994;202309;0,07
C000662;202304;0,06
C001076;202308;0,06
C001626;202402;0,18
C000641;202410;0,17
C001986;202412;0,19
C000025;202404;0,07
C000521;202302;0,11
C001669;202306;0,1
C001633;202301;0,04
C001427;202304;0,16
C001192;202403;0,14
C000903;202311;0,09
C000651;202310;0,2
C001721;202301;0,12
C000532;202310;0,14
C000234;202302;0,05
C000605;202401;0,07
C000454;202307;0,09
C000332;202411;0,07
C001537;202401;0,04
C001049;202403;0,18
C001560;202305;0,11
C000151;202411;0,08
C000732;202410;0,09
C000088;202409;0,03
C001451;202410;0,19
C001631;202308;0,04
C000075;202309;0,18
C000625;202305;0,07
C001272;202407;0,06
C001660;202307;0,19
C001948;202404;0,19
C000772;202305;0,17
C000378;202412;0,12
C000311;202408;0,19
C000660;202304;0,19
C000205;202408;0,13
C000890;202408;0,2
C000142;202308;0,02
C001378;202303;0,19
C001069;202402;0,08
C000308;202302;0,14
C001501;202301;0,12
C001969;202302;0,12
C000987;202403;0,02
C001745;202409;0,05
C000420;202405;0,04
C000688;202301;0,08
C000181;202402;0,16
C001400;202408;0,07
C000770;202402;0,16
C001445;202312;0,13
C001046;202311;0,13
C001952;202402;0,14
C000613;202310;0,19
C001864;202401;0,12
C001757;202403;0,08
C001220;202310;0,09
C001772;202304;0,13
C001913;202302;0,18
C001020;202310;0,08
C000050;202309;0,17
C000741;202307;0,08
C000331;202408;0,16
C000494;202404;0,12
C000358;202412;0,11
C000378;202312;0,1
C001471;202405;0,12
C000767;202305;0,14
C001186;202403;0,04
C001732;202311;0,18
C000430;202305;0,06
C001598;202311;0,18
C001350;202302;0,06
C000553;202412;0,09
C000559;202309;0,2
C001544;202401;0,03
C000876;202408;0,14
C000908;202409;0,2
C001349;202301;0,1
C000508;202409;0,04
C001942;202408;0,15
C000854;202410;0,06
C001574;202302;0,04
C001590;202409;0,07
C000733;202302;0,19
C000424;202310;0,09
C001058;202310;0,2
C000616;202406;0,14
C001183;202303;0,18
C000321;202303;0,18
C000216;202410;0,04
C000791;202406;0,19
C001883;202405;0,13
C001711;202312;0,04
C000730;202309;0,07
C001260;202309;0,13
C000973;202410;0,15
C001051;202402;0,19
C001443;202306;0,06
C001509;202303;0,11
C000797;202306;0,07
C001993;202406;0,05
C001162;202304;0,16
C000468;202403;0,15
C001038;202405;0,19
C000150;202410;0,11
C000204;202407;0,2
C000332;202404;0,16
C001995;202304;0,18
C000783;202405;0,04
C000342;202301;0,11
C001356;202306;0,06
C000553;202312;0,12
C001823;202408;0,02
C001704;202403;0,15
C001435;202305;0,19
C001948;202402;0,16
C001630;202302;0,12
C001545;202402;0,05
C001584;202410;0,15
C000764;202303;0,2
C001532;202305;0,12
C000678;202308;0,14
C001692;202410;0,05
C001442;202303;0,17
C001951;202408;0,06
C000714;202302;0,03
C000810;202304;0,05
C000536;202312;0,17
C000049;202303;0,06
C001108;202411;0,07
C001475;202309;0,03
C000926;202307;0,1
C001203;202407;0,13
C001204;202306;0,03
C001147;202401;0,15
C001490;202410;0,15
C001851;202304;0,09
C000287;202306;0,16
C001566;202310;0,16
C001811;202406;0,17
C001153;202304;0,1
C000105;202311;0,14
C000015;202309;0,17
C000941;202408;0,05
C000477;202307;0,09
C001366;202403;0,05
C001917;202402;0,03
C001960;202308;0,05
C001698;202405;0,17
C001095;202308;0,1
C001335;202303;0,04
C001059;202406;0,05
C001825;202306;0,03
C001314;202411;0,09
C000949;202306;0,1
C000742;202302;0,15
C001933;202405;0,05
C000392;202307;0,15
C000662;202303;0,15
C000844;202410;0,18
C000474;202411;0,12
C000641;202307;0,18
C001849;202406;0,13
C000217;202411;0,19
C000723;202310;0,13
C000372;202403;0,08
C001462;202405;0,1
C000215;202303;0,17
C000208;202401;0,13
C001449;202406;0,14
C001188;202410;0,06
C001790;202301;0,1
C001017;202301;0,05
C001285;202401;0,17
C001787;202302;0,1
C001677;202409;0,08
C000820;202301;0,13
C001390;202305;0,19
C001093;202304;0,16
C000100;202305;0,17
C001621;202409;0,06
C000229;202406;0,07
C001623;202311;0,16
C000713;202409;0,1
C000457;202401;0,04
C001267;202402;0,12
C001854;202305;0,16
C000473;202305;0,04
C000439;202302;0,03
C001520;202312;0,15
C001446;202306;0,12
C000900;202305;0,17
C001156;202301;0,12
C001810;202412;0,09
C000055;202310;0,14
C001320;202305;0,15
C001433;202406;0,17
C000002;202410;0,03
C001804;202407;0,05
C001734;202308;0,18
C001620;202304;0,16
C000875;202412;0,06
C000197;202301;0,03
C001978;202306;0,17
C000978;202402;0,12
C000165;202401;0,03
C001660;202405;0,12
C001331;202312;0,04
C001281;202307;0,11
C000194;202304;0,04
C000215;202311;0,07
C001167;202309;0,12
C001367;202305;0,17
C000271;202309;0,03
C001104;202305;0,11
C000599;202304;0,17
C001885;202307;0,05
C001733;202406;0,16
C001772;202303;0,15
C001108;202404;0,04
C001554;202305;0,05
C001075;202406;0,1
C001303;202304;0,1
C001543;202302;0,13
C000273;202406;0,03
C001040;202308;0,16
C001161;202311;0,1
C001352;202305;0,14
C001155;202412;0,2
C001714;202303;0,08
C001208;202412;0,03
C000373;202412;0,02
C000304;202302;0,02
C001991;202310;0,14
C001705;202409;0,02
C001283;202307;0,17
C000221;202405;0,03
C000588;202303;0,08
C001649;202305;0,16
C001201;202405;0,17
C001450;202308;0,13
C001142;202310;0,03
C001232;202403;0,05
C000990;202302;0,19
C000009;202305;0,04
C000446;202303;0,16
C000859;202407;0,12
C001899;202304;0,09
C001488;202401;0,16
C001494;202408;0,15
C001170;202403;0,13
C000691;202410;0,15
C000110;202410;0,2
C001482;202305;0,08
C001163;202407;0,14
C000091;202307;0,16
C000741;202405;0,11
C000896;202307;0,07
C001765;202412;0,07
C000205;202401;0,05
C001739;202407;0,12
C001314;202404;0,05
C001809;202303;0,14
C000005;202310;0,12
C000591;202407;0,07
C000947;202403;0,11
C000047;202305;0,16
C000727;202401;0,05
C000543;202403;0,17
C000396;202308;0,07
C000569;202306;0,13
C001033;202405;0,03
C001776;202412;0,09
C000973;202307;0,03
C001211;202409;0,1
C000045;202301;0,02
C001842;202307;0,13
C001136;202409;0,02
C000602;202305;0,07
C001821;202412;0,06
C001208;202312;0,08
C001400;202401;0,08
C001766;202302;0,09
C001341;202402;0,11
C000117;202301;0,12
C000404;202401;0,09
C000150;202307;0,12
C000301;202305;0,06
C001714;202311;0,05
C000420;202306;0,07
C001985;202305;0,06
C000354;202302;0,08
C000547;202401;0,14
C000307;202403;0,09
C000811;202302;0,17
C001918;202409;0,16
C001041;202408;0,09
C001903;202312;0,03
C001679;202304;0,15
C000588;202311;0,13
C001765;202312;0,03
C000956;202309;0,06
C000840;202301;0,09
C001792;202312;0,17
C001233;202309;0,12
C001713;202412;0,13
C001910;202410;0,16
C001471;202306;0,02
C000725;202308;0,13
C000684;202405;0,13
C000847;202310;0,19
C001891;202408;0,19
C001851;202303;0,05
C001236;202409;0,03
C001567;202308;0,07
C000288;202305;0,03
C001785;202408;0,04
C000983;202306;0,09
C000831;202410;0,17
C000393;202309;0,04
C001900;202406;0,12
C001547;202401;0,12
C001244;202412;0,02
C000310;202405;0,13
C001730;202409;0,07
C001486;202312;0,17
C000878;202312;0,05
C000916;202304;0,19
C000926;202405;0,11
C001887;202412;0,19
C000779;202409;0,11
C001784;202407;0,09
C001085;202406;0,16
C001079;202303;0,12
C001883;202306;0,03
C000497;202409;0,07
C001678;202407;0,05
C001680;202410;0,03
C001783;202306;0,15
C000315;202305;0,13
C000844;202307;0,07
C001120;202301;0,05
C000775;202412;0,12
C001751;202408;0,14
C000384;202310;0,15
C000343;202407;0,09
C001633;202309;0,05
C000073;202306;0,06
C001292;202401;0,1
C000720;202410;0,15
C000849;202305;0,09
C001998;202301;0,15
C001636;202306;0,12
C001148;202308;0,06
C000076;202309;0,08
C000743;202301;0,16
C001951;202401;0,03
C001775;202301;0,18
C001004;202408;0,17
C000786;202309;0,07
C001154;202404;0,2
C000509;202301;0,09
C000392;202405;0,08
C001270;202308;0,16
C001887;202312;0,16
C001833;202407;0,18
C000641;202405;0,03
C001644;202407;0,09
C000386;202308;0,06
C000374;202302;0,14
C000703;202403;0,08
C001202;202401;0,14
C001206;202412;0,07
C000449;202310;0,19
C000775;202312;0,18
C000327;202402;0,02
C000929;202308;0,04
C001344;202401;0,09
C000965;202401;0,09
C001510;202407;0,07
C001337;202409;0,07
C000520;202310;0,12
C001637;202410;0,17
C000688;202309;0,11
C001620;202303;0,19
C000408;202302;0,16
C001307;202309;0,15
C000279;202404;0,09
C000283;202306;0,12
C001359;202304;0,11
C000125;202405;0,05
C000429;202301;0,2
C001255;202404;0,08
C001601;202309;0,2
C001410;202307;0,1
C001522;202411;0,17
C000001;202303;0,03
C001069;202403;0,14
C001390;202406;0,03
C000050;202312;0,14
C000599;202303;0,03
C001970;202305;0,17
C001537;202410;0,06
C000032;202408;0,18
C000473;202406;0,06
C000607;202305;0,16
C000770;202403;0,08
C000074;202409;0,17
C001786;202304;0,07
C000695;202310;0,08
C001770;202405;0,15
C001588;202405;0,09
C000859;202409;0,06
C000513;202405;0,05
C001128;202305;0,04
C001189;202302;0,04
C001185;202403;0,13
C000912;202307;0,11
C001499;202407;0,15
C001163;202409;0,16
C000833;202302;0,12
C000798;202305;0,13
C001348;202306;0,06
C000295;202406;0,13
C000344;202305;0,13
C001899;202303;0,06
C001416;202408;0,06
C001576;202411;0,09
C001768;202412;0,08
C001959;202408;0,06
C001984;202308;0,18
C000313;202305;0,17
C000452;202408;0,15
C000028;202310;0,19
C001367;202406;0,19
C001876;202406;0,13
C001651;202304;0,11
C001909;202308;0,16
C001333;202308;0,08
C000194;202311;0,09
C000967;202405;0,1
C000098;202412;0,11
C000041;202409;0,09
C001958;202404;0,12
C001106;202302;0,18
C001283;202405;0,18
C001612;202411;0,02
C001182;202411;0,05
C001617;202407;0,17
C000454;202306;0,2
C001352;202406;0,03
C001864;202410;0,04
C000822;202308;0,16
C001844;202309;0,04
C000312;202308;0,04
C001555;202412;0,13
C000391;202412;0,19
C001660;202306;0,06
C000495;202309;0,09
C000357;202308;0,11
C000896;202405;0,15
C001199;202402;0,07
C000062;202404;0,07
C001974;202302;0,2
C001024;202304;0,04
C000740;202409;0,15
C001687;202307;0,09
C000009;202406;0,02
C000196;202310;0,13
C001482;202406;0,06
C001679;202303;0,09
C000034;202409;0,16
C000525;202409;0,04
C000914;202310;0,03
C000883;202306;0,08
C001061;202305;0,03
C000955;202304;0,04
C001842;202405;0,11
C001394;202401;0,16
C001500;202307;0,07
C000003;202311;0,12
C000506;202401;0,06
C001448;202305;0,09
C000160;202410;0,11
C001000;202302;0,17
C001718;202304;0,13
C001132;202411;0,16
C001948;202403;0,09
C001512;202308;0,05
C001516;202301;0,15
C000624;202409;0,19
C000150;202405;0,13
C000602;202406;0,11
C000221;202306;0,03
C000136;202412;0,1
C001026;202405;0,08
C000821;202402;0,1
C000391;202312;0,04
C001121;202312;0,19
C000444;202408;0,15
C001013;202305;0,17
C001584;202405;0,07
C000971;202310;0,11
C001564;202311;0,09
C001507;202411;0,15
C000202;202306;0,17
C001599;202406;0,13
C000060;202411;0,16
C000190;202407;0,08
C000953;202411;0,11
C001110;202309;0,09
C001985;202406;0,1
C001659;202401;0,16
C001522;202404;0,03
C000323;202301;0,14
C000349;202407;0,04
C000297;202305;0,04
C001778;202407;0,16
C000475;202407;0,02
C000739;202307;0,03
C000916;202303;0,05
C001964;202409;0,2
C000597;202308;0,11
C000549;202403;0,06
C000574;202304;0,09
C001164;202311;0,18
C001033;202306;0,04
C001217;202301;0,18
C000515;202303;0,02
C000886;202308;0,05
C000751;202407;0,1
C000409;202409;0,08
C000824;202312;0,15
C001686;202403;0,04
C001371;202401;0,05
C001992;202404;0,06
C000136;202312;0,18
C001357;202301;0,08
C000942;202308;0,17
C000788;202312;0,11
C000288;202406;0,05
C001915;202405;0,12
C000168;202309;0,11
C000213;202407;0,17
C001576;202404;0,1
C001706;202307;0,12
C001399;202408;0,18
C001325;202411;0,13
C000928;202404;0,2
C001896;202409;0,17
C000981;202406;0,07
C001444;202404;0,19
C001891;202401;0,04
C000844;202405;0,07
C001361;202309;0,12
C000324;202304;0,16
C001030;202308;0,2
C001313;202311;0,16
C000675;202310;0,08
C000780;202304;0,06
C000684;202306;0,18
C000858;202301;0,18
C000228;202407;0,15
C001182;202404;0,12
C001032;202302;0,09
C000622;202308;0,06
C001215;202301;0,14
C001756;202403;0,13
C001237;202310;0,04
C001961;202402;0,04
C001461;202301;0,09
C001130;202407;0,14
C001777;202311;0,02
C000516;202304;0,17
C001610;202410;0,11
C000717;202408;0,2
C001573;202308;0,12
C000663;202412;0,03
C001376;202301;0,07
C001317;202407;0,12
C000101;202412;0,19
C000332;202403;0,15
C000989;202412;0,1
C001912;202305;0,07
C000169;202412;0,17
C000978;202403;0,09
C000436;202310;0,13
C001726;202304;0,12
C000004;202302;0,19
C001132;202404;0,1
C001818;202310;0,13
C001747;202311;0,17
C000021;202409;0,18
C000790;202302;0,14
C001302;202312;0,17
C001152;202309;0,14
C000379;202309;0,16
C001245;202402;0,15
C000657;202401;0,14
C001047;202307;0,16
C000421;202411;0,17
C000477;202306;0,04
C000863;202410;0,11
C000893;202411;0,05
C000960;202312;0,16
C000807;202411;0,12
C000070;202308;0,13
C001575;202307;0,12
C001507;202404;0,05
C000457;202410;0,12
C000060;202404;0,07
C001347;202310;0,16
C001521;202406;0,18
C001741;202308;0,12
C001018;202304;0,16
C000663;202312;0,17
C000392;202306;0,19
C000101;202312;0,18
C000340;202305;0,04
C000979;202302;0,17
C001328;202304;0,17
C001359;202311;0,06
C000045;202309;0,16
C000183;202305;0,16
C000169;202312;0,1
C000885;202408;0,12
C001647;202411;0,19
C000750;202412;0,03
C001987;202407;0,13
C001027;202303;0,02
C000115;202301;0,12
C000431;202401;0,05
C000117;202309;0,14
C001057;202309;0,1
C000577;202301;0,1
C001196;202411;0,18
C000593;202305;0,14
C001407;202305;0,05
C000732;202306;0,06
C001892;202310;0,12
C000527;202408;0,2
C001072;202309;0,06
C000486;202407;0,13
C000873;202412;0,08
C000395;202304;0,14
C000270;202401;0,18
C000510;202410;0,14
C000928;202402;0,18
C000538;202304;0,11
C001048;202406;0,14
C001444;202402;0,12
C001325;202404;0,02
C001580;202304;0,17
C000798;202406;0,07
C000904;202305;0,02
C001024;202303;0,08
C000840;202309;0,09
C001353;202311;0,14
C000763;202311;0,2
C000906;202303;0,18
C000776;202304;0,12
C001341;202403;0,1
C000710;202302;0,03
C000445;202409;0,16
C001182;202402;0,16
C001552;202302;0,09
C001848;202408;0,16
C001853;202303;0,12
C001312;202302;0,05
C001675;202305;0,14
C000160;202307;0,04
C001488;202410;0,12
C001113;202306;0,12
C000078;202308;0,08
C001084;202309;0,13
